"","stateName","StateAbbrv","Year","OceanSector","NQ_establishments","NQ_employment","NQ_wages","NQ_rw","NQ_GDP","NQ_RealGDP","cpi_ref_year","GeoId","GeoName","GeoScale","OceanSect_Id","Establishments","Employment","Wages","GDP","RealGDP","NP_establishments","NP_employment","NP_wages","NP_GDP","NP_RealGDP"
"2333","Mississippi","MS",2016,"Marine Construction",21,148,7392368,9662156.20051353,12000000,12000000,2024,28000,"Mississippi","State",1,NA,NA,NA,NA,NA,20,127,6267589,10000000,10000000
"2334","Mississippi","MS",2016,"Marine Transportation",50,801,39410478,51511261.7567663,84000000,85000000,2024,28000,"Mississippi","State",6,NA,NA,NA,NA,NA,9,239,11734044,19000000,20000000
"2335","Mississippi","MS",2016,"Offshore Mineral Resources",8,20,1073687,1403357.87188214,2000000,3000000,2024,28000,"Mississippi","State",3,11,44,4285561,15491963,39524894,NA,NA,NA,NA,NA
"2336","Mississippi","MS",2016,"Ship and Boat Building",29,13150,840783091,1098941172.29994,1361000000,1367000000,2024,28000,"Mississippi","State",4,29,13136,840298745,1339527937,1236668634,1,391,34701636,55000000,56000000
"2337","Mississippi","MS",2016,"Tourism and Recreation",797,14797,224059105,292855289.583095,469000000,481000000,2024,28000,"Mississippi","State",5,831,15041,227229507,477285267,413233427,638,12812,190478106,395000000,406000000
"2338","Mississippi","MS",2017,"Living Resources",33,3232,112335039,45229718.5423534,52000000,52000000,2024,28000,"Mississippi","State",2,117,3264,92815909,335196841,392008246,19,431,16859985,40000000,40000000
"2339","Mississippi","MS",2017,"Marine Construction",21,143,7692193,9844216.84670768,12000000,12000000,2024,28000,"Mississippi","State",1,NA,NA,NA,NA,NA,19,122,6571914,10000000,10000000
"2340","Mississippi","MS",2017,"Marine Transportation",49,679,37544641,48048403.3919033,74000000,74000000,2024,28000,"Mississippi","State",6,64,1395,90250899,127068369,125069648,16,373,19637137,31000000,31000000
"2341","Mississippi","MS",2017,"Offshore Mineral Resources",9,21,1208175,1546182.91734175,4000000,4000000,2024,28000,"Mississippi","State",3,10,29,2244067,9773157,17497337,NA,NA,NA,NA,NA
"2342","Mississippi","MS",2017,"Ship and Boat Building",30,12722,832920925,1065944939.48089,1258000000,1258000000,2024,28000,"Mississippi","State",4,31,12723,832920926,1391205999,1278686811,1,383,35037894,52000000,52000000
"2343","Mississippi","MS",2017,"Tourism and Recreation",811,15118,229894003,294210822.012177,476000000,476000000,2024,28000,"Mississippi","State",5,845,15824,241731404,500474379,423235855,643,13025,194596793,398000000,398000000
"2344","Mississippi","MS",2018,"Living Resources",32,3154,109725887,38606013.4753376,40000000,40000000,2024,28000,"Mississippi","State",2,116,3356,110447111,352948706,419555004,19,408,15313721,33000000,33000000
"2345","Mississippi","MS",2018,"Marine Construction",18,140,8431901,10533947.9950425,14000000,13000000,2024,28000,"Mississippi","State",1,NA,NA,NA,NA,NA,16,119,7316122,12000000,12000000
"2346","Mississippi","MS",2018,"Marine Transportation",49,700,36414840,45492948.6900376,77000000,75000000,2024,28000,"Mississippi","State",6,64,1534,99660745,144443154,141907482,20,517,25299312,39000000,38000000
"2347","Mississippi","MS",2018,"Offshore Mineral Resources",9,24,1469288,1835577.77935014,4000000,4000000,2024,28000,"Mississippi","State",3,10,21,1246583,6554400,9283539,NA,NA,NA,NA,NA
"2348","Mississippi","MS",2018,"Ship and Boat Building",30,12271,821537660,1026344472.78364,1339000000,1336000000,2024,28000,"Mississippi","State",4,30,12271,821537660,1306437421,1196744322,1,389,36842970,59000000,59000000
"2349","Mississippi","MS",2018,"Tourism and Recreation",847,15604,245491793,306692142.980165,507000000,490000000,2024,28000,"Mississippi","State",5,874,16093,254312115,524507471,429531636,656,13387,205008321,418000000,405000000
"2350","Mississippi","MS",2019,"Living Resources",31,3151,109570141,37589865.0109638,41000000,39000000,2024,28000,"Mississippi","State",2,120,3349,113359770,336414492,388478205,19,402,14963300,33000000,32000000
"2351","Mississippi","MS",2019,"Marine Construction",17,138,8072232,9905012.27685153,14000000,12000000,2024,28000,"Mississippi","State",1,NA,NA,NA,NA,NA,15,115,6705753,11000000,10000000
"2352","Mississippi","MS",2019,"Marine Transportation",49,839,42390689,52015384.96426,84000000,79000000,2024,28000,"Mississippi","State",6,66,1823,116756992,164368596,160663759,11,331,15948410,25000000,23000000
"2353","Mississippi","MS",2019,"Offshore Mineral Resources",11,25,1541952,1892048.19624871,5000000,5000000,2024,28000,"Mississippi","State",3,11,20,1280409,5661382,9950552,NA,NA,NA,NA,NA
"2354","Mississippi","MS",2019,"Ship and Boat Building",30,12062,809851328,993725952.631899,1260000000,1236000000,2024,28000,"Mississippi","State",4,31,12062,809851328,1326620787,1192585358,1,407,39237885,60000000,59000000
"2355","Mississippi","MS",2019,"Tourism and Recreation",846,16054,258385507,317051260.23169,545000000,509000000,2024,28000,"Mississippi","State",5,890,16519,268245045,564372501,447289692,691,14163,223004880,463000000,432000000
"2356","Mississippi","MS",2020,"Living Resources",36,3120,109179216,36308451.6450769,42000000,39000000,2024,28000,"Mississippi","State",2,124,3108,111957551,283497786,313552396,22,384,14534604,33000000,31000000
"2357","Mississippi","MS",2020,"Marine Construction",18,134,7648333,9268736.31276874,12000000,11000000,2024,28000,"Mississippi","State",1,18,119,7052628,10855683,7881773,NA,NA,NA,NA,NA
"2358","Mississippi","MS",2020,"Marine Transportation",48,727,37268103,45163854.5370489,57000000,53000000,2024,28000,"Mississippi","State",6,65,1759,121135270,162247591,161531395,18,494,22975623,35000000,32000000
"2359","Mississippi","MS",2020,"Offshore Mineral Resources",9,25,1372407,1663170.19344175,7000000,7000000,2024,28000,"Mississippi","State",3,12,27,2186740,8649505,22394219,NA,NA,NA,NA,NA
"2360","Mississippi","MS",2020,"Ship and Boat Building",30,12516,838047917,1015599675.85195,1477000000,1420000000,2024,28000,"Mississippi","State",4,30,12516,838047917,1211228617,1066966507,1,444,42587045,74000000,71000000
"2361","Mississippi","MS",2020,"Tourism and Recreation",862,14617,246364730,298560422.311401,519000000,465000000,2024,28000,"Mississippi","State",5,879,15121,257357081,526180650,392503063,677,12583,207823863,434000000,380000000
"2362","Mississippi","MS",2021,"Living Resources",36,3136,111924908,40113950.3325833,51000000,46000000,2024,28000,"Mississippi","State",2,128,2886,112810624,394503728.50071,368709001.012653,23,402,17239948,42000000,37000000
"2363","Mississippi","MS",2021,"Marine Construction",19,125,7503751,8687045.12247123,13000000,11000000,2024,28000,"Mississippi","State",1,NA,NA,NA,NA,NA,13,71,4070414,7000000,6000000
"2364","Mississippi","MS",2021,"Marine Transportation",43,721,39066411,45226936.5368651,60000000,50000000,2024,28000,"Mississippi","State",6,62,1874,131231555,176530744.722813,168864782.494081,8,226,11082073,13000000,13000000
"2365","Mississippi","MS",2021,"Offshore Mineral Resources",9,32,1533657,1775505.8929197,11000000,9000000,2024,28000,"Mississippi","State",3,9,45,2462657,6487417.07075879,7193194.81071963,NA,NA,NA,NA,NA
"2366","Mississippi","MS",2021,"Ship and Boat Building",28,13022,896994479,1038444802.01105,1586000000,1569000000,2024,28000,"Mississippi","State",4,30,13026,897257842,1428757348.99381,1304816516.46538,1,476,46697641,82000000,81000000
"2367","Mississippi","MS",2021,"Tourism and Recreation",887,16214,301931724,349544437.255696,678000000,575000000,2024,28000,"Mississippi","State",5,899,16819,319359403,715114471.994357,522277962.345355,722,14403,263702499,588000000,493000000
"2368","Mississippi","MS",2022,"Living Resources",37,3139,111011569,35484410.0618621,47000000,40000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,23,390,15299086,34000000,30000000
"2369","Mississippi","MS",2022,"Marine Construction",20,115,7289061,7813958.56058227,11000000,8000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,14,61,3694389,6000000,4000000
"2370","Mississippi","MS",2022,"Marine Transportation",49,755,44718946,47939227.6615878,72000000,53000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,20,321,16442019,22000000,17000000
"2371","Mississippi","MS",2022,"Offshore Mineral Resources",7,30,1639043,1757073.80795108,11000000,8000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372","Mississippi","MS",2022,"Ship and Boat Building",28,12877,917500010,983570629.301038,1589000000,1545000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,1,482,48242449,82000000,80000000
"2373","Mississippi","MS",2022,"Tourism and Recreation",931,16988,333467913,357481462.474596,741000000,579000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,751,14980,287888832,626000000,486000000
"2374","Mississippi","MS",2023,"Living Resources",36,3107,110549110,33266123.0853139,48000000,37000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,21,351,14602153,34000000,26000000
"2375","Mississippi","MS",2023,"Marine Construction",23,129,8971845,9236658.94092569,14000000,9000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,3,22,1190194,1000000,1000000
"2376","Mississippi","MS",2023,"Marine Transportation",46,757,46620768,47996829.4163005,70000000,52000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,18,338,17337001,22000000,16000000
"2377","Mississippi","MS",2023,"Offshore Mineral Resources",11,28,1778919,1831425.90069103,12000000,9000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","Mississippi","MS",2023,"Ship and Boat Building",31,12240,849201859,874266952.582769,1741000000,1591000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379","Mississippi","MS",2023,"Tourism and Recreation",989,17119,353132408,363555486.308406,816000000,573000000,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
"2380","Mississippi","MS",2024,"Living Resources",38,3169,113398088,37126961.6187387,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381","Mississippi","MS",2024,"Marine Construction",21,118,8824551,8824551.68000508,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382","Mississippi","MS",2024,"Marine Transportation",49,816,51663625,51663625,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","Mississippi","MS",2024,"Offshore Mineral Resources",10,33,2555541,2555541.57007737,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384","Mississippi","MS",2024,"Ship and Boat Building",32,12444,886251580,886251580,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385","Mississippi","MS",2024,"Tourism and Recreation",1014,17097,365329563,365329563.068113,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","New Hampshire","NH",2001,"Living Resources",23,171,6545169,11597300.0749381,12000000,17000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387","New Hampshire","NH",2001,"Marine Construction",7,32,1287526,2281350.62307555,2000000,4000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388","New Hampshire","NH",2001,"Marine Transportation",30,1320,41828921,74116122.6926119,55000000,53000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","New Hampshire","NH",2001,"Offshore Mineral Resources",15,100,4088331,7244060.68241657,6000000,14000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390","New Hampshire","NH",2001,"Ship and Boat Building",4,47,1501175,2659912.51562721,1000000,2000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391","New Hampshire","NH",2001,"Tourism and Recreation",325,5215,77963283,138142130.25316,155000000,255000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392","New Hampshire","NH",2002,"Living Resources",23,171,12085932,21078561.9841401,23000000,32000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393","New Hampshire","NH",2002,"Marine Construction",9,29,1019390,1777874.91283358,1000000,3000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394","New Hampshire","NH",2002,"Marine Transportation",27,1246,41291468,72014700.0375426,57000000,55000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395","New Hampshire","NH",2002,"Offshore Mineral Resources",7,45,1946157,3394209.97531412,5000000,12000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396","New Hampshire","NH",2002,"Ship and Boat Building",5,53,1887414,3291758.79764455,2000000,3000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397","New Hampshire","NH",2002,"Tourism and Recreation",350,5680,86513266,150884123.73911,176000000,279000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398","New Hampshire","NH",2003,"Living Resources",24,190,15239153,25980919.9887781,29000000,41000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399","New Hampshire","NH",2003,"Marine Construction",14,65,3451780,5884869.06056159,6000000,11000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400","New Hampshire","NH",2003,"Marine Transportation",27,1213,42197520,71941688.0219565,57000000,54000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2401","New Hampshire","NH",2003,"Offshore Mineral Resources",7,49,2015709,3436541.01049185,6000000,12000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402","New Hampshire","NH",2003,"Ship and Boat Building",4,51,1878899,3203296.44213134,2000000,2000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403","New Hampshire","NH",2003,"Tourism and Recreation",348,5463,84292613,143708751.977399,170000000,266000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404","New Hampshire","NH",2004,"Living Resources",35,448,21594277,35859074.984994,52000000,71000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405","New Hampshire","NH",2004,"Marine Construction",14,50,2104255,3494288.59295514,4000000,6000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2406","New Hampshire","NH",2004,"Marine Transportation",33,1176,42693390,70895888.6548314,71000000,66000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","New Hampshire","NH",2004,"Offshore Mineral Resources",18,115,4849647,8053237.93549693,10000000,18000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408","New Hampshire","NH",2004,"Ship and Boat Building",4,60,2501833,4154500.41013234,3000000,3000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","New Hampshire","NH",2004,"Tourism and Recreation",359,5719,91723242,152313992.537297,188000000,287000000,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410","New Hampshire","NH",2005,"Living Resources",37,451,19527048,31370396.2168606,88000000,116000000,2024,33000,"New Hampshire","State",2,NA,NA,NA,NA,NA,15,138,6456052,12000000,16000000
"2411","New Hampshire","NH",2005,"Marine Construction",10,41,1793398,2881111.89150978,3000000,5000000,2024,33000,"New Hampshire","State",1,10,22,928970,1907518,2296671,8,22,928970,1000000,2000000
"2412","New Hampshire","NH",2005,"Marine Transportation",34,1208,43389616,69705847.7041584,94000000,91000000,2024,33000,"New Hampshire","State",6,46,1150,39827372,0,0,18,990,35558660,80000000,77000000
"2413","New Hampshire","NH",2005,"Offshore Mineral Resources",18,120,5021840,8067635.68118812,11000000,17000000,2024,33000,"New Hampshire","State",3,18,28,1306697,NA,NA,7,28,1306697,0,1000000
"2414","New Hampshire","NH",2005,"Ship and Boat Building",3,70,3124768,5019970.73029703,3000000,5000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","New Hampshire","NH",2005,"Tourism and Recreation",355,5718,92732109,148975052.408265,190000000,279000000,2024,33000,"New Hampshire","State",5,413,6510,107562317,233597372,293204789,309,4996,80455051,163000000,241000000
"2416","New Hampshire","NH",2006,"Living Resources",36,437,19624268,30542475.022335,85000000,113000000,2024,33000,"New Hampshire","State",2,27,74,1218679,0,0,19,185,8173660,13000000,17000000
"2417","New Hampshire","NH",2006,"Marine Construction",8,28,1112876,1732038.48332741,2000000,2000000,2024,33000,"New Hampshire","State",1,8,28,1112876,2213318,2439794,8,28,1112876,2000000,2000000
"2418","New Hampshire","NH",2006,"Marine Transportation",34,1192,44457535,69192042.0279362,102000000,98000000,2024,33000,"New Hampshire","State",6,46,1122,39103629,0,0,NA,NA,NA,NA,NA
"2419","New Hampshire","NH",2006,"Offshore Mineral Resources",18,117,4982191,7754095.28400959,14000000,18000000,2024,33000,"New Hampshire","State",3,18,117,4982191,2842772,3169605,18,117,4982191,6000000,8000000
"2420","New Hampshire","NH",2006,"Ship and Boat Building",4,80,3747702,5832783.66508248,4000000,5000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","New Hampshire","NH",2006,"Tourism and Recreation",377,5995,98862875,153866473.612078,197000000,279000000,2024,33000,"New Hampshire","State",5,437,6919,116065280,240972761,293692734,336,5310,87116701,170000000,244000000
"2422","New Hampshire","NH",2007,"Living Resources",34,375,19049758,28821008.8242406,82000000,110000000,2024,33000,"New Hampshire","State",2,26,64,1381346,0,0,23,170,9254665,15000000,19000000
"2423","New Hampshire","NH",2007,"Marine Construction",9,44,1552962,2349527.46672722,2000000,3000000,2024,33000,"New Hampshire","State",1,9,44,1552962,2923503,3043573,9,44,1552962,2000000,3000000
"2424","New Hampshire","NH",2007,"Marine Transportation",36,1277,47190777,71396485.3554417,88000000,79000000,2024,33000,"New Hampshire","State",6,47,1208,41828863,0,0,NA,NA,NA,NA,NA
"2425","New Hampshire","NH",2007,"Offshore Mineral Resources",16,113,5573018,8431603.87034642,20000000,24000000,2024,33000,"New Hampshire","State",3,16,94,4425950,2367592,2534422,15,94,4425950,5000000,7000000
"2426","New Hampshire","NH",2007,"Ship and Boat Building",8,90,4370637,6612480.97416051,5000000,7000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","New Hampshire","NH",2007,"Tourism and Recreation",377,5841,99430585,150431813.958019,196000000,265000000,2024,33000,"New Hampshire","State",5,424,6547,113725514,240483343,277154434,334,5127,86823891,169000000,230000000
"2428","New Hampshire","NH",2008,"Living Resources",30,358,18910195,27558514.6340351,75000000,94000000,2024,33000,"New Hampshire","State",2,24,52,1023503,0,0,18,147,8244885,14000000,17000000
"2429","New Hampshire","NH",2008,"Marine Construction",9,41,1659166,2417962.84784311,2000000,3000000,2024,33000,"New Hampshire","State",1,9,41,1659166,2733246,2831055,9,41,1659166,2000000,3000000
"2430","New Hampshire","NH",2008,"Marine Transportation",34,1128,46145133,67248977.9126035,70000000,62000000,2024,33000,"New Hampshire","State",6,45,1060,40625261,0,0,10,155,4752728,7000000,6000000
"2431","New Hampshire","NH",2008,"Offshore Mineral Resources",17,107,5275962,7688852.12187265,18000000,19000000,2024,33000,"New Hampshire","State",3,17,69,2985586,NA,NA,13,69,2985586,3000000,3000000
"2432","New Hampshire","NH",2008,"Ship and Boat Building",8,83,3640102,5304852.79855024,5000000,6000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433","New Hampshire","NH",2008,"Tourism and Recreation",371,5694,97308854,141811726.491406,187000000,244000000,2024,33000,"New Hampshire","State",5,425,6395,111461091,227324717,251711588,313,4814,81770487,156000000,204000000
"2434","New Hampshire","NH",2009,"Living Resources",30,361,19288568,28200273.3749052,91000000,100000000,2024,33000,"New Hampshire","State",2,25,80,1743269,0,0,NA,NA,NA,NA,NA
"2435","New Hampshire","NH",2009,"Marine Construction",7,35,1807605,2642754.65682063,3000000,3000000,2024,33000,"New Hampshire","State",1,7,35,1807605,3245535,3311863,7,35,1807605,3000000,3000000
"2436","New Hampshire","NH",2009,"Marine Transportation",31,1105,46747795,68346211.6379943,74000000,65000000,2024,33000,"New Hampshire","State",6,45,1037,41223810,0,0,10,151,4762645,7000000,6000000
"2437","New Hampshire","NH",2009,"Offshore Mineral Resources",16,88,4714435,6892599.53496754,13000000,14000000,2024,33000,"New Hampshire","State",3,16,69,3527422,1931180,1998484,15,69,3527422,4000000,4000000
"2438","New Hampshire","NH",2009,"Ship and Boat Building",6,43,1605996,2347998.26722946,2000000,2000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2439","New Hampshire","NH",2009,"Tourism and Recreation",391,5771,99686956,145744323.274428,203000000,251000000,2024,33000,"New Hampshire","State",5,433,6198,108518454,0,0,335,4932,84594187,172000000,213000000
"2440","New Hampshire","NH",2010,"Living Resources",30,363,19862873,28572312.5868802,88000000,98000000,2024,33000,"New Hampshire","State",2,27,91,2065783,0,0,NA,NA,NA,NA,NA
"2441","New Hampshire","NH",2010,"Marine Construction",7,40,2014267,2897479.36839269,3000000,4000000,2024,33000,"New Hampshire","State",1,7,40,2014267,3662055,3818016,7,40,2014267,3000000,4000000
"2442","New Hampshire","NH",2010,"Marine Transportation",28,1133,50742337,72991751.7168689,83000000,75000000,2024,33000,"New Hampshire","State",6,40,1019,41226663,0,0,8,151,5294701,8000000,7000000
"2443","New Hampshire","NH",2010,"Offshore Mineral Resources",16,104,5732227,8245685.38929455,13000000,13000000,2024,33000,"New Hampshire","State",3,16,53,2754476,NA,NA,12,53,2754476,2000000,2000000
"2444","New Hampshire","NH",2010,"Ship and Boat Building",6,55,2084957,2999165.39936658,3000000,3000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445","New Hampshire","NH",2010,"Tourism and Recreation",397,5947,103817355,149339013.166348,214000000,264000000,2024,33000,"New Hampshire","State",5,437,6380,113371594,0,0,352,5242,90955573,185000000,230000000
"2446","New Hampshire","NH",2011,"Living Resources",29,366,20592732,28720475.9640928,88000000,100000000,2024,33000,"New Hampshire","State",2,26,326,14683550,0,0,17,157,9421296,16000000,17000000
"2447","New Hampshire","NH",2011,"Marine Construction",8,34,1903763,2655159.00232598,3000000,4000000,2024,33000,"New Hampshire","State",1,8,34,1903763,3336220,3426722,8,34,1903763,3000000,4000000
"2448","New Hampshire","NH",2011,"Marine Transportation",28,1155,54101221,75454426.0387509,86000000,80000000,2024,33000,"New Hampshire","State",6,41,6306,602242175,0,0,10,264,16896830,27000000,24000000
"2449","New Hampshire","NH",2011,"Offshore Mineral Resources",17,101,5871508,8188932.88799488,11000000,10000000,2024,33000,"New Hampshire","State",3,17,25,1223882,2268797,2228282,7,25,1223882,2000000,1000000
"2450","New Hampshire","NH",2011,"Ship and Boat Building",6,56,2179527,3039764.26417707,3000000,3000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2451","New Hampshire","NH",2011,"Tourism and Recreation",413,6262,111508794,155520187.779616,233000000,285000000,2024,33000,"New Hampshire","State",5,443,6046,111753538,0,0,315,4867,87722894,182000000,223000000
"2452","New Hampshire","NH",2012,"Living Resources",27,370,19980397,27300467.8132845,84000000,90000000,2024,33000,"New Hampshire","State",2,26,316,13985463,0,0,22,361,19388723,47000000,51000000
"2453","New Hampshire","NH",2012,"Marine Construction",8,39,2985593,4079402.55662346,5000000,6000000,2024,33000,"New Hampshire","State",1,8,39,2985593,5253482,5253482,8,39,2985593,5000000,6000000
"2454","New Hampshire","NH",2012,"Marine Transportation",28,1176,55039159,75203448.4876063,80000000,79000000,2024,33000,"New Hampshire","State",6,40,6174,589195378,0,0,7,146,5390667,7000000,7000000
"2455","New Hampshire","NH",2012,"Offshore Mineral Resources",16,104,6107644,8345256.89036522,12000000,11000000,2024,33000,"New Hampshire","State",3,16,28,1758613,4469988,4469988,5,28,1758613,4000000,3000000
"2456","New Hampshire","NH",2012,"Ship and Boat Building",7,58,2542779,3474358.07678021,3000000,4000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457","New Hampshire","NH",2012,"Tourism and Recreation",421,6544,117832655,161002130.65152,251000000,293000000,2024,33000,"New Hampshire","State",5,452,6931,127437009,0,0,368,5679,101750234,212000000,250000000
"2458","New Hampshire","NH",2013,"Living Resources",26,359,19457560,26201968.5377917,92000000,100000000,2024,33000,"New Hampshire","State",2,25,311,15725659,0,0,7,53,1176430,0,0
"2459","New Hampshire","NH",2013,"Marine Construction",9,62,4150413,5589036.37932903,6000000,8000000,2024,33000,"New Hampshire","State",1,9,43,3010792,5029930,4855483,8,43,3010792,5000000,5000000
"2460","New Hampshire","NH",2013,"Marine Transportation",27,1175,57390288,77282996.1102838,100000000,104000000,2024,33000,"New Hampshire","State",6,39,5990,593692887,0,0,7,136,5447154,9000000,10000000
"2461","New Hampshire","NH",2013,"Offshore Mineral Resources",18,109,5960790,8026929.0010001,10000000,10000000,2024,33000,"New Hampshire","State",3,18,27,1267090,2009715,2211809,8,27,1267090,2000000,2000000
"2462","New Hampshire","NH",2013,"Ship and Boat Building",6,76,3046864,4102972.54801191,4000000,4000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463","New Hampshire","NH",2013,"Tourism and Recreation",422,6716,121412638,163496868.946102,272000000,311000000,2024,33000,"New Hampshire","State",5,465,7259,132903262,313682154,304727216,377,6003,108153511,236000000,270000000
"2464","New Hampshire","NH",2014,"Living Resources",24,349,18319863,24277724.3135984,91000000,95000000,2024,33000,"New Hampshire","State",2,24,63,1462455,0,0,15,162,7586711,13000000,13000000
"2465","New Hampshire","NH",2014,"Marine Construction",10,65,4695983,6223178.73903104,7000000,8000000,2024,33000,"New Hampshire","State",1,10,46,3485032,5660666,5111882,9,46,3485032,5000000,6000000
"2466","New Hampshire","NH",2014,"Marine Transportation",27,1225,62634726,83004363.9932439,108000000,116000000,2024,33000,"New Hampshire","State",6,39,6213,622238594,0,0,6,114,6822294,12000000,13000000
"2467","New Hampshire","NH",2014,"Offshore Mineral Resources",18,107,6158768,8161680.87708496,12000000,12000000,2024,33000,"New Hampshire","State",3,18,28,1357157,2214170,2520747,8,28,1357157,3000000,3000000
"2468","New Hampshire","NH",2014,"Ship and Boat Building",7,87,3414558,4525017.19954798,5000000,5000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","New Hampshire","NH",2014,"Tourism and Recreation",402,6539,123221247,163294418.608035,269000000,301000000,2024,33000,"New Hampshire","State",5,443,7135,136620860,313824493,296120435,364,5868,110430367,235000000,263000000
"2470","New Hampshire","NH",2015,"Living Resources",25,326,16859973,22316025.1565606,77000000,77000000,2024,33000,"New Hampshire","State",2,25,281,13604915,0,0,9,91,5505760,11000000,11000000
